user_id,movie_id,movie_name,genre,timestamp,watched_duration_pct,liked,disliked,watch_later,shared,re_watched,watched_full,device_type,transaction_type,amount_paid,country,language,user_rating,age_group,safety_flag,data_source,mood,search_query,search_keywords,session_id,tags,transaction_type_enc,session_freq,search_len,cluster_exp1,cluster_exp2,cluster_exp3,cluster_exp4
5a018b78-e49c-49de-9ac4-bd86a72b29a3,76f8abf3-0544-4d9c-827d-a3077c01fd39,Network open according remain,Action,2024-08-31 04:39:17,24.82,0,1,0,0,0,0,web,subscription,0.0,Denmark,German,3.2,46-60,1,synthetic_v1,romantic,Town teacher audience,"['town', 'teacher', 'audience']",9ddcadcd-2660-422b-8a8f-7c090960c877,"['Romance', 'Horror']",0.0,1,3,1,2,1,0
903f5a61-72aa-45d1-884d-c33ad98932e4,a53a25a1-6ec8-4938-8a83-165ba701e960,Everything magazine,Action,2025-03-05 17:56:10,62.13,0,0,0,1,0,0,tv,free,0.0,Bulgaria,German,3.2,26-35,1,synthetic_v1,exciting,Office drug list imagine behind probably,"['office', 'drug', 'list', 'imagine', 'behind', 'probably']",9dbbf874-4dd8-4447-ad9b-11f8652be7bd,"['Comedy', 'Drama', 'mysterious', 'chill']",0.0,1,6,1,2,0,0
44036dfb-65a6-4710-8a0b-bb37fb7b0b12,79bf4d40-1f87-422f-b3c3-8d6e5af835fa,Interest level rock,Action,2025-04-26 20:07:26,70.77,1,0,1,0,0,0,tv,subscription,0.0,Palau,English,2.7,60+,1,synthetic_v1,inspiring,Art rock song,"['art', 'rock', 'song']",1df348e5-7ba8-4d6a-a4ee-bb4b329bd2a7,"['Sci-Fi', 'Romance', 'Horror', 'dark']",0.0,1,3,2,1,0,2
c6977a75-8b35-4f0a-b034-700000334838,64cfcc4a-ade8-424e-93b8-928207f50fdd,Eat couple,Sci-Fi,2025-01-29 13:17:34,38.28,0,1,1,0,0,0,mobile,subscription,0.0,Burundi,German,3.2,60+,1,synthetic_v1,exciting,Contain leg themselves away space,"['contain', 'leg', 'themselves', 'away', 'space']",c36fd31a-66dc-4f47-ba1c-d91bda7a3f0f,"['romantic', 'Horror']",0.0,1,5,1,2,2,0
9ad3a4b1-da30-417d-8314-563f9509a3ed,0fcd5234-4e06-42f1-9bd2-93666d382d52,Better present music,Romance,2024-08-14 01:27:53,33.87,0,0,0,0,0,0,mobile,subscription,0.0,Bermuda,German,3.2,36-45,1,synthetic_v1,inspiring,Coach magazine degree husband,"['coach', 'magazine', 'degree', 'husband']",8b3057c9-23f1-40b9-8dc6-a607b33f4bfe,"['romantic', 'Action', 'dark', 'mysterious']",0.0,1,4,1,2,2,2
f2d9a90e-9eef-4245-a4cb-6b304f8518dc,6bd3c0da-dfec-4025-8db8-bca88f6699b7,Clearly able,Drama,2025-01-06 22:54:22,93.86,0,0,0,0,0,0,mobile,subscription,0.0,Estonia,German,3.2,26-35,1,synthetic_v1,funny,Expect recent room situation product,"['expect', 'recent', 'room', 'situation', 'product']",6a91090f-4616-41a4-9840-35625e1c651d,"['Horror', 'dark', 'funny']",0.0,1,5,1,2,2,1
31afcb51-d347-456e-87f1-ebfcbd036a8b,42cb25c9-1c8c-4604-95bb-d31df44a77e6,Choice father why,Thriller,2025-03-21 06:15:47,33.76,0,0,0,0,1,0,web,purchase,213.23,Saint Pierre and Miquelon,Spanish,3.2,26-35,1,synthetic_v1,funny,Article finish anyone live try most,"['article', 'finish', 'anyone', 'live', 'try', 'most']",a1605175-b417-402f-9192-746e36b0f345,"['Drama', 'inspiring', 'exciting']",2.0,1,6,1,0,1,1
ec86fd11-4647-4d65-a245-d1f676466840,07655475-015b-41b3-b8c2-fc175de02d2d,Whether bag,Romance,2024-10-19 11:55:33,73.51,1,0,1,0,0,0,mobile,rental,133.46,Bangladesh,German,3.2,46-60,1,synthetic_v1,romantic,Attack technology identify walk now often,"['attack', 'technology', 'identify', 'walk', 'now', 'often']",96c4838c-f1c8-47a0-804f-3cfd81adb0a1,"['Romance', 'Sci-Fi']",1.0,1,6,2,1,2,0
05da55e1-252d-4800-866e-7b1d7022217a,3869057b-483a-45e6-b9e7-4ac73b1ae6bc,President,Thriller,2024-09-09 04:03:08,97.5,0,0,0,0,0,0,tv,purchase,321.91,Italy,German,3.2,26-35,1,synthetic_v1,romantic,North first end prove fire enter,"['north', 'first', 'end', 'prove', 'fire', 'enter']",b9efa5fc-d6b4-4aac-a1c2-b057e3cb520a,"['funny', 'mysterious']",2.0,1,6,1,0,0,0
dae9031b-8347-4313-b224-71f87f74c69c,a965eeae-e823-41fc-840d-425ecbcda2fe,Public feel,Comedy,2024-12-09 02:53:48,89.33,0,0,0,0,0,0,tv,purchase,280.04,Vanuatu,English,3.2,46-60,1,synthetic_v1,mysterious,Act perform none,"['act', 'perform', 'none']",cd594cba-0087-48d3-9fbb-3f401be9e44e,"['mysterious', 'exciting']",2.0,1,3,0,0,0,0
08a135a0-6c2b-4a63-a0df-ed1c5445be27,c9f6dbe0-ba2b-495d-b6d4-dd593ac9979e,Available defense,Comedy,2024-11-19 07:45:31,27.96,0,0,0,0,0,0,mobile,subscription,0.0,Bulgaria,Hindi,3.2,46-60,1,synthetic_v1,chill,Thing these hard citizen street,"['thing', 'these', 'hard', 'citizen', 'street']",444fe70e-7d63-467b-8436-00c63c315de9,"['mysterious', 'Comedy', 'Romance']",0.0,1,5,0,2,2,0
600ce3a3-30b0-4460-aa30-383a55e79bff,f914eac0-f143-4f71-bef8-a8a921d61e84,Particularly would,Drama,2025-04-19 07:24:45,67.73,0,0,0,0,0,0,mobile,purchase,278.36,Malta,German,3.2,36-45,1,synthetic_v1,exciting,Property never use,"['property', 'never', 'use']",ea54b4e4-82c6-465f-9f66-155cf9e6d117,"['chill', 'Thriller']",2.0,1,3,1,0,2,0
c129f7b1-98f9-4367-9062-4a38c6804339,d8c197c8-706a-49cf-b520-733b4dbbc0c2,Voice care,Drama,2024-09-22 03:47:05,75.57,1,0,0,0,0,0,tv,subscription,0.0,Tuvalu,English,3.8,18-25,1,synthetic_v1,inspiring,Score choice example,"['score', 'choice', 'example']",ce5396ad-06e8-4525-9d03-e186d8218815,"['dark', 'inspiring', 'funny', 'mysterious']",0.0,1,3,1,1,0,2
255b657f-56a6-48aa-b64f-b6ec82c3e8c4,03e042a1-1d65-40b2-8962-863a47891692,Response data,Comedy,2025-04-11 15:26:16,42.78,0,1,0,0,0,0,mobile,purchase,290.1,Timor-Leste,Spanish,3.2,46-60,1,synthetic_v1,chill,Measure economy traditional anything,"['measure', 'economy', 'traditional', 'anything']",e8ee64ac-983b-4481-bcd6-9e9985efe4ed,"['inspiring', 'Romance', 'romantic']",2.0,1,4,0,0,2,0
413dadaf-ff32-46b7-bf97-889992e01f23,58374dba-cdc8-4e62-8b82-4a7370cf7392,Stop analysis four,Comedy,2024-09-28 03:14:21,27.27,0,0,0,0,0,0,tv,subscription,0.0,Northern Mariana Islands,German,3.2,18-25,1,synthetic_v1,chill,Claim kind relationship night,"['claim', 'kind', 'relationship', 'night']",8b147c18-23e3-4626-b896-180c3969189c,"['Horror', 'Thriller', 'chill']",0.0,1,4,0,2,0,0
70c22fff-7dda-4142-806b-72acbf244eaf,8d93efb0-1a50-467f-8965-066def1896eb,Away third,Romance,2025-07-25 09:08:11,68.92,0,0,0,0,0,0,tv,subscription,0.0,Canada,English,3.2,36-45,1,synthetic_v1,inspiring,Along hard need involve among half,"['along', 'hard', 'need', 'involve', 'among', 'half']",039cce8e-0cc3-49c9-af5f-df038e0878c1,"['dark', 'chill', 'Sci-Fi', 'Comedy']",0.0,1,6,2,2,0,2
240d5620-525b-4446-86a1-cb72a7ca7d5a,efab8da2-2c5d-4939-b774-4638ed5997d8,Way,Thriller,2024-12-25 06:56:07,95.68,1,0,0,0,1,0,mobile,subscription,0.0,Cote d'Ivoire,French,3.4,18-25,1,synthetic_v1,dark,Project government nice themselves,"['project', 'government', 'nice', 'themselves']",931e45a8-eea7-4635-9976-b4d5db19064b,"['dark', 'chill', 'Horror']",0.0,1,4,1,1,2,0
e659851e-2cd0-45d5-aead-f55c45701221,d98227cd-2d34-4da6-a37d-239093c390fa,See understand door class,Sci-Fi,2025-06-14 23:23:56,72.67,1,0,0,0,1,0,mobile,purchase,265.65,Sudan,German,2.9,60+,1,synthetic_v1,romantic,Thing agent say forward,"['thing', 'agent', 'say', 'forward']",09a3c156-08ef-495c-870e-3c84945033a4,"['exciting', 'Drama']",2.0,1,4,1,0,2,0
7005f3b1-1bf4-41ee-a170-1b5ec535c1ee,4d0d8bea-e4ff-44b7-a69b-8259c922c0e2,Soon ten specific,Thriller,2024-11-19 22:43:16,51.82,0,0,0,0,0,0,web,rental,121.93,Cayman Islands,German,3.2,46-60,1,synthetic_v1,mysterious,Him although likely,"['him', 'although', 'likely']",85f6ba2f-42bc-4297-945b-703e2903f90a,"['exciting', 'Drama', 'inspiring', 'mysterious']",1.0,1,3,1,2,1,0
d1322eb7-56e9-4040-94f0-f73a446cf672,39523a11-5b37-4059-8ac9-ac9b3b541084,Staff least,Horror,2024-12-04 20:29:48,33.33,0,1,0,0,0,0,tv,subscription,0.0,Swaziland,French,3.2,18-25,1,synthetic_v1,funny,Development process huge everything,"['development', 'process', 'huge', 'everything']",6e671167-186a-49f5-8910-a0cfda1bbe9e,"['Horror', 'Romance', 'Sci-Fi']",0.0,1,4,2,2,0,1
e3f0459a-f8e9-4095-8e8a-7a56a47539c4,1ce2f21a-665f-4767-9b54-aada8dfafeb3,Whom evidence,Drama,2025-04-14 10:57:17,90.37,0,1,0,0,0,0,web,subscription,0.0,Madagascar,German,3.2,46-60,1,synthetic_v1,dark,Quickly such former agree theory,"['quickly', 'such', 'former', 'agree', 'theory']",42237532-c18e-4246-8906-33971bb1ca82,"['Horror', 'Thriller']",0.0,1,5,1,2,1,0
44f8d000-e3f9-49aa-a0ad-5600509dea04,7e3a0d6c-1c8f-4e5e-87e2-3d953460a71e,Condition while,Horror,2024-11-19 10:14:15,91.44,1,0,0,0,0,0,web,subscription,0.0,Argentina,Spanish,2.2,46-60,1,synthetic_v1,mysterious,Others generation skill,"['others', 'generation', 'skill']",696df768-7b8b-4662-aee9-ada247a1181c,"['romantic', 'inspiring', 'funny']",0.0,1,3,0,1,1,0
fdfdd01d-8962-4a32-8012-1c5b4e7dc85b,c43fe667-4bb7-4062-955a-9c3155f40a9c,Paper memory history,Romance,2025-03-20 06:06:06,81.99,1,0,0,0,0,0,web,subscription,0.0,Comoros,French,3.9,46-60,1,synthetic_v1,romantic,And job mind southern,"['and', 'job', 'mind', 'southern']",76c66f6a-47a1-4446-af9a-7036582e60cc,"['romantic', 'Action', 'Thriller', 'chill']",0.0,1,4,1,1,1,0
f35d6c61-bdde-4230-88f0-1765124957bd,0de3db38-0b43-46d7-8e57-d4bd7d77346b,Hair attorney,Romance,2025-04-23 07:03:20,69.67,0,1,0,0,0,0,web,subscription,0.0,Uruguay,Hindi,3.2,46-60,1,synthetic_v1,chill,Perhaps professional by tonight medical,"['perhaps', 'professional', 'by', 'tonight', 'medical']",5d809e50-d05b-48ac-beb9-691871e78184,"['funny', 'Thriller', 'Romance']",0.0,1,5,1,2,1,0
2b8f94c5-a22b-4f8e-bce9-cf4f66be6d2f,de1115b8-98ed-4d9a-8ada-96879ef688cf,For recent never,Thriller,2024-10-21 19:59:27,95.61,1,0,0,0,0,0,mobile,free,0.0,Italy,Spanish,1.9,18-25,1,synthetic_v1,mysterious,Quality total past feeling nature,"['quality', 'total', 'past', 'feeling', 'nature']",314db37f-601b-4e6f-8019-44b4742369fe,"['Action', 'funny', 'mysterious', 'Horror']",0.0,1,5,1,1,2,0
e0e1dc0c-1cf3-4938-8a16-30e088fc3f6a,3eda42a9-eaee-4af7-8990-79447b486447,Fly,Comedy,2024-11-27 18:08:28,85.53,1,0,0,0,1,0,mobile,subscription,0.0,Cote d'Ivoire,Spanish,4.1,26-35,1,synthetic_v1,inspiring,Size parent focus kid put,"['size', 'parent', 'focus', 'kid', 'put']",18900692-6cd0-4736-96b2-02cbea08848a,"['inspiring', 'mysterious', 'Comedy', 'Drama']",0.0,1,5,0,1,2,2
9e5e603f-d42a-4b64-b2b1-d122d704f5c4,dcec0485-c2ce-4516-8718-5137e5403bd5,List top somebody,Drama,2024-10-13 05:33:00,19.73,0,1,0,0,0,0,web,free,0.0,Palestinian Territory,Hindi,3.2,18-25,1,synthetic_v1,inspiring,Exist professional people,"['exist', 'professional', 'people']",db855f85-afe3-403f-9910-f46b5271d001,"['mysterious', 'dark', 'Horror', 'Comedy']",0.0,1,3,1,2,1,2
3730ddf7-2fe2-4089-94c8-ec45c0f7e785,a71f7e9c-7220-4612-9270-7e8fb187dd3a,Stand seem,Sci-Fi,2025-04-26 14:49:18,79.52,1,0,0,0,0,0,mobile,subscription,0.0,Georgia,French,3.6,18-25,1,synthetic_v1,inspiring,Southern challenge animal worker,"['southern', 'challenge', 'animal', 'worker']",7006bb76-83fc-48c3-bd68-b7a51b88b264,"['Sci-Fi', 'Action', 'Thriller', 'exciting']",0.0,1,4,2,1,2,2
985e7384-2bf5-4137-a781-252c24293d3f,72f48d03-3ace-4eb7-b2e1-3f2069601dba,Sure authority increase picture,Action,2024-10-22 20:10:45,49.02,0,0,0,0,0,0,mobile,purchase,489.64,Saint Barthelemy,Spanish,3.2,60+,1,synthetic_v1,mysterious,Manager during prevent accept seem,"['manager', 'during', 'prevent', 'accept', 'seem']",93e8df61-4e4f-41fc-a300-6b6030dd1b50,"['funny', 'exciting', 'mysterious', 'Thriller']",2.0,1,5,1,0,2,0
40aeef44-791f-4085-93f8-5e372dd7987b,84b9acd7-0afa-4bb2-b797-12e61f3ccb63,Sing despite,Thriller,2025-06-16 14:45:31,75.79,1,0,0,0,1,0,web,subscription,0.0,Qatar,French,3.3,46-60,1,synthetic_v1,chill,Let newspaper true building card let,"['let', 'newspaper', 'true', 'building', 'card', 'let']",f15664a8-f246-4019-bc7d-0556a978f6d8,"['exciting', 'Sci-Fi']",0.0,1,6,2,1,1,0
fc4a0679-c8bb-4b91-9c21-f5df4a7f451c,60c2f34f-4d7f-4ce5-8cd7-400bde926139,Write other wear,Comedy,2025-07-20 12:36:12,53.88,0,0,0,0,0,0,web,rental,101.66,Kenya,Hindi,3.2,18-25,1,synthetic_v1,romantic,Spring throughout interview trade knowledge city,"['spring', 'throughout', 'interview', 'trade', 'knowledge', 'city']",56c3b396-fab5-498e-9bb8-7a6ab54d3b6d,"['Thriller', 'exciting', 'romantic', 'Horror']",1.0,1,6,0,2,1,0
bfeec69f-66fd-4921-b837-d418076592a4,c59b1783-6df2-418d-9d97-69e7e95c7bd5,Late seem style,Sci-Fi,2024-11-24 00:38:26,52.85,0,0,0,1,0,0,web,rental,80.62,Seychelles,German,3.2,36-45,1,synthetic_v1,dark,Machine dream key require doctor from,"['machine', 'dream', 'key', 'require', 'doctor', 'from']",0b626d00-bf65-4e25-809f-89b8e38b3ecc,"['romantic', 'Sci-Fi', 'Thriller', 'mysterious']",1.0,1,6,2,2,1,0
cb14720d-fbf4-4df1-9d5a-9a02e7cf30da,7ef34271-0126-4e46-b565-8a56fc8e08fd,Ball character him,Drama,2024-10-06 16:09:35,41.66,0,0,0,0,0,0,web,subscription,0.0,Romania,German,3.2,26-35,1,synthetic_v1,romantic,Ask imagine my indeed,"['ask', 'imagine', 'my', 'indeed']",3ccd3ba5-1940-4263-aa0f-3e392d642c24,"['inspiring', 'exciting']",0.0,1,4,1,2,1,0
acb0cecd-da21-457a-948d-f3bff343730f,05c478ab-8fa5-408b-a3cf-1f7034c2a37a,Strategy hope,Drama,2025-06-03 06:55:41,75.21,1,0,0,0,1,0,mobile,subscription,0.0,Mozambique,Spanish,1.7,18-25,1,synthetic_v1,funny,Task she herself,"['task', 'she', 'herself']",371ad42c-39b3-45c5-bf92-95cb239e2289,"['Drama', 'Romance', 'Action', 'inspiring']",0.0,1,3,1,1,2,1
04fafa81-1dd7-4c8e-a3a2-22d1234b712a,c5db6fcc-2575-4845-b9aa-f10a0f7ebbd0,Yes,Romance,2024-12-22 22:32:28,36.29,0,0,0,0,1,0,mobile,rental,96.94,French Southern Territories,French,3.2,36-45,1,synthetic_v1,romantic,Table well industry section national,"['table', 'well', 'industry', 'section', 'national']",bd2e083f-6129-43c9-8f83-7572c00cd992,"['Romance', 'exciting']",1.0,1,5,1,2,2,0
3da76c90-742c-44cd-9b8b-b50637af6219,b56c557f-ead9-4998-9c48-e1d49b25498f,Today major event magazine,Action,2025-01-06 08:19:24,83.99,1,0,1,0,1,0,mobile,purchase,484.74,Guadeloupe,English,5.0,18-25,1,synthetic_v1,inspiring,Right subject try wonder move,"['right', 'subject', 'try', 'wonder', 'move']",c80859f4-1b5d-47e2-b11d-391165261272,"['chill', 'mysterious', 'funny']",2.0,1,5,1,0,2,2
498e7f46-ef5b-424c-ad7b-ad588ce179cb,37d6b8c7-0c10-4681-bfd2-48f655b7ad34,Option production base,Comedy,2025-01-21 18:52:20,79.81,1,0,0,0,0,0,web,subscription,0.0,Burkina Faso,German,1.2,18-25,1,synthetic_v1,mysterious,Consider employee force lawyer front,"['consider', 'employee', 'force', 'lawyer', 'front']",1dbc6f06-bae7-48ad-8cc8-733bf2a80634,"['dark', 'Horror']",0.0,1,5,0,1,1,0
fbdf865e-2a2e-4364-920d-4327ba54139d,2ab61bde-d372-4075-b6db-e77132f65234,Everything week instead,Drama,2025-06-28 13:50:43,69.44,0,1,1,1,1,0,web,rental,96.99,Belgium,English,3.2,26-35,1,synthetic_v1,chill,Affect much yourself glass practice sit,"['affect', 'much', 'yourself', 'glass', 'practice', 'sit']",a5c1dbfa-ea79-418a-b06c-6669aed0f003,"['Romance', 'inspiring', 'exciting', 'Comedy']",1.0,1,6,1,2,1,0
623577e7-abe1-41ac-990a-18d7298e5772,fd63712b-b2b9-4b31-b67c-a01079fbb8fd,Somebody,Sci-Fi,2024-08-20 09:07:55,31.01,0,1,0,0,0,0,mobile,subscription,0.0,Zambia,German,3.2,26-35,1,synthetic_v1,funny,Current after charge call,"['current', 'after', 'charge', 'call']",315d4a63-421d-4b7d-8fcd-35eb67f869e0,"['Romance', 'Drama']",0.0,1,4,1,2,2,1
ff46d69c-e744-44d7-b462-491bd783510d,8955eac0-14eb-4ae5-aff5-5e635772e5af,Nor design,Action,2025-05-06 23:23:51,15.37,0,0,0,0,0,0,web,subscription,0.0,Equatorial Guinea,Spanish,3.2,46-60,1,synthetic_v1,chill,Cold parent security boy standard,"['cold', 'parent', 'security', 'boy', 'standard']",78c00b17-fe8f-4812-92ce-7bf7b04d7a17,"['romantic', 'exciting', 'funny', 'Comedy']",0.0,1,5,1,2,1,0
1bbab291-99b6-4f2e-93f6-fd27706db6b6,b5a54f10-0634-4e86-8a2b-b918ec1c106a,Blue agent,Romance,2024-12-07 11:33:50,13.59,0,0,0,0,1,0,tv,purchase,372.56,Montserrat,English,3.2,36-45,1,synthetic_v1,inspiring,However resource away real physical,"['however', 'resource', 'away', 'real', 'physical']",ffdc16c7-3a60-4c6f-baf5-cdc689f059fd,"['funny', 'mysterious']",2.0,1,5,1,0,0,2
62233667-19e7-4110-bc06-4f8de4b19d7d,b26d9b5e-a890-4932-a39b-2285bbd1a9f2,Recent feeling,Comedy,2025-05-01 01:40:05,52.35,0,0,0,0,0,0,tv,purchase,490.72,Nepal,French,3.2,36-45,1,synthetic_v1,dark,Someone not American,"['someone', 'not', 'american']",5c6432a5-7d23-4855-9b21-52a23e881cdf,"['Sci-Fi', 'dark', 'Comedy']",2.0,1,3,2,0,0,0
